pkey,K_tfh_blz,n_tfh_blz,K_blz_tfh,n_blz_tfh,K_blz_tfr,n_blz_tfr,K_tfr_tfh,dummy1,dummy2,dummy3,dummy4,dummy5
11072021_AAMCB,0.0877648,2.08917,1.05718,0.29358,6.91135,4.64999,0.215129,0.216054,0.167943,0.0323403,0.143344,0.0785861
11072021_AAMCF,0.083276,2.54472,1.12554,1.22863,8.02921,3.31538,0.236857,0.634297,0.0107634,0.10679,0.744009,0.558109
11072021_AAMCK,0.115162,0.610104,1.23744,0.2192,9.25519,1.82589,0.498616,0.609705,0.820427,0.412579,0.366346,0.726451
11072021_AAMCT,0.0519961,0.57978,1.31909,1.00483,7.1767,0.425122,0.388531,0.144902,0.142015,0.166282,0.666212,0.932327
11072021_AAMCV,0.0965279,3.48922,1.44267,0.804191,5.58712,1.53031,0.443417,0.567037,0.728213,0.445101,0.498935,0.516834
11072021_AAMDH,0.0622252,0.300634,1.15056,0.26185,7.50603,0.878167,0.467227,0.340595,0.689668,0.455607,0.773945,0.540884
11072021_AAMDJ,0.0846818,3.67379,1.16,0.873645,5.23361,2.56526,0.379027,0.461641,0.0254828,0.237552,0.538371,0.47819
11072021_AAMDV,0.0810425,2.19505,1.33996,0.214113,7.26845,1.23836,0.307348,0.813601,0.586249,0.271078,0.82365,0.914972
11072021_AAMDW,0.138519,0.788729,1.00769,1.58854,7.95002,0.447403,0.374311,0.160985,0.499823,0.69609,0.380063,0.0563213
11072021_AAMEB,0.0535078,0.922334,1.34953,0.714512,9.99237,0.357864,0.246102,0.942737,0.125434,0.0511453,0.613909,0.102148
11072021_AAMEC,0.114492,1.69646,1.06063,2.37756,5.56057,4.95653,0.472403,0.0318803,0.789008,0.977545,0.1825,0.994001
11072021_AAMEE,0.103523,0.641339,1.39618,0.286654,8.9872,2.37658,0.398797,0.480758,0.433314,0.143508,0.670414,0.280719
11072021_AAMEI,0.120845,0.537345,1.09152,0.352029,9.90981,0.235084,0.448055,0.128317,0.722892,0.228669,0.124375,0.923966
11072021_AAMEN,0.0705609,0.774297,1.16985,0.582936,8.92281,3.61785,0.309389,0.666451,0.96873,0.0747253,0.161597,0.69315
11072021_AAMEQ,0.137017,0.98954,1.45303,1.29563,8.13107,1.10641,0.479719,0.449186,0.656596,0.671936,0.832956,0.645496
11072021_AAMES,0.117485,2.5019,1.32429,0.930994,9.08589,0.251253,0.352232,0.776564,0.211449,0.966421,0.000159561,0.811965
11072021_AAMET,0.067671,3.97845,1.43387,0.209526,9.42463,4.56306,0.217667,0.298968,0.471929,0.870305,0.212938,0.570918
11072021_AAMEW,0.144873,1.12758,1.09791,0.525613,7.20405,1.91348,0.405522,0.00693153,0.0587067,0.449105,0.313058,0.111645
11072021_AAMFE,0.123221,1.23958,1.17561,0.228203,8.41564,0.50574,0.278187,0.377608,0.651183,0.557892,0.355506,0.37326
11072021_AAMFF,0.0816702,1.07301,1.45495,2.5983,8.87627,0.328751,0.482796,0.721856,0.974059,0.195179,0.653818,0.295907
11072021_AAMFH,0.0637021,0.376732,1.33025,0.319381,8.57499,2.1712,0.385192,0.0506983,0.404004,0.416326,0.446631,0.129445
11072021_AAMFL,0.0988511,0.851871,1.11961,0.256192,5.44681,0.28463,0.406842,0.796633,0.368319,0.933773,0.134652,0.946952
11072021_AAMFM,0.131611,1.50767,1.28274,1.87695,9.80102,2.63629,0.349584,0.197485,0.717441,0.0951545,0.569976,0.0868492
11072021_AAMFN,0.113032,4.06168,1.23646,0.325888,5.95005,0.829374,0.401897,0.823552,0.914481,0.738763,0.647623,0.0539272
11072021_AAMFV,0.129202,3.29344,1.34418,1.47161,7.10038,4.39857,0.370307,0.503676,0.980509,0.17019,0.4341,0.267457
11072021_AAMGG,0.0861525,1.53445,1.1093,1.34302,5.77896,0.474656,0.458982,0.675098,0.146013,0.482663,0.0102583,0.538366
11072021_AAMGI,0.0939708,0.579865,1.44168,0.541449,9.83326,0.989565,0.384204,0.874643,0.509534,0.646291,0.530155,0.189356
11072021_AAMGO,0.0715123,1.28178,1.49779,0.361623,7.43771,2.24805,0.464708,0.995964,0.204969,0.925809,0.782408,0.751532
11072021_AAMGU,0.0653658,0.895,1.40442,2.4433,8.02963,0.384435,0.45575,0.836053,0.267759,0.178889,0.973215,0.822689
11072021_AAMHH,0.130163,0.700046,1.24617,0.217048,9.75673,0.649794,0.32402,0.056259,0.106991,0.573953,0.0206057,0.776714
11072021_AAMHJ,0.115831,1.18677,1.37515,1.35901,9.94427,1.43014,0.431875,0.110138,0.0850618,0.688364,0.544809,0.235901
11072021_AAMHP,0.101798,0.941815,1.04249,0.448026,5.89249,1.65122,0.354748,0.433752,0.698598,0.43268,0.0561611,0.522705
11072021_AAMHQ,0.0662006,1.66693,1.35985,3.4084,9.03546,0.892082,0.288079,0.58771,0.356312,0.599909,0.741974,0.381337
11072021_AAMHV,0.111335,4.83345,1.30679,0.265445,5.15392,2.05054,0.451103,0.535643,0.242092,0.637352,0.0693044,0.650787
11072021_AAMHY,0.0761348,1.37046,1.22088,0.619429,7.92388,4.20507,0.33852,0.766855,0.289772,0.0590465,0.465247,0.156883
11072021_AAMIB,0.0853218,1.238,1.35025,1.95814,6.7178,1.99165,0.442141,0.0739106,0.792045,0.858207,0.143835,0.340288
11072021_AAMID,0.0962648,0.724549,1.2002,0.78936,7.64442,1.18301,0.368095,0.382087,0.428996,0.0207506,0.631995,0.932478
11072021_AAMIJ,0.0695113,1.51971,1.23922,0.235885,5.25131,0.375528,0.485633,0.253166,0.858806,0.301719,0.930572,0.119799
11072021_AAMIM,0.11877,1.05763,1.00457,0.870687,6.23818,3.04365,0.346821,0.791178,0.582693,0.392919,0.846445,0.262946
11072021_AAMIQ,0.115522,3.24263,1.49553,0.212489,6.26389,1.04382,0.422758,0.425486,0.0223544,0.113818,0.514535,0.824241
11072021_AAMIU,0.147511,1.43863,1.20628,0.376686,9.40158,0.309862,0.369412,0.671479,0.236815,0.596631,0.826514,0.0011188
11072021_AAMIV,0.0649475,4.56142,1.26093,0.965353,7.24723,0.758041,0.257289,0.901023,0.29408,0.205201,0.707793,0.558504
11072021_AAMJA,0.124271,0.635755,1.2293,0.564061,7.08782,1.45074,0.476989,0.542864,0.541381,0.815649,0.610931,0.938791
11072021_AAMJB,0.0749479,0.984787,1.02596,0.345959,6.74542,0.893428,0.315621,0.00288057,0.767184,0.974203,0.667672,0.678465
11072021_AAMJC,0.107127,1.76913,1.31388,1.13708,8.64152,1.61265,0.403383,0.975628,0.177829,0.0554629,0.0995785,0.289054
11072021_AAMJK,0.143937,4.87841,1.40746,1.17623,5.87627,2.72512,0.491817,0.394587,0.762727,0.584409,0.988835,0.194877
11072021_AAMJP,0.0601988,3.81651,1.19064,0.529268,6.33392,1.53264,0.287807,0.739788,0.61197,0.166976,0.00498425,0.147187
11072021_AAMKB,0.0553388,1.91076,1.30952,0.432188,6.16401,4.64247,0.361362,0.105541,0.0477358,0.324394,0.352764,0.710923
11072021_AAMKH,0.0578933,0.38964,1.04427,0.777019,5.34756,3.55632,0.457781,0.988548,0.512063,0.62071,0.271786,0.588546
11072021_AAMKJ,0.0899236,1.03584,1.17053,1.0669,6.88893,0.984852,0.411739,0.285652,0.113795,0.771569,0.56502,0.985492
11072021_AAMKN,0.128283,1.68091,1.16119,0.65658,6.08517,1.13274,0.433429,0.891434,0.21594,0.80058,0.758331,0.410395
11072021_AAMKW,0.0555088,0.516147,1.10609,0.490063,7.80384,3.18749,0.262147,0.310299,0.811494,0.676445,0.731858,0.769183
11072021_AAMKX,0.10621,0.801047,1.1533,0.439668,8.67604,0.397779,0.420298,0.770174,0.505123,0.517583,0.553992,0.597937
11072021_AAMKY,0.0632907,2.17408,1.44436,1.4772,6.85738,3.68145,0.336929,0.235663,0.408933,0.452514,0.24321,0.489302
11072021_AAMLE,0.0780145,0.575045,1.18283,0.204808,6.596,0.324122,0.454082,0.17974,0.398599,0.316436,0.689422,0.531008
11072021_AAMLK,0.0867823,2.93181,1.41658,0.599214,7.41977,0.407518,0.362424,0.781598,0.910712,0.612985,0.686044,0.643156
11072021_AAMLM,0.0672501,0.688386,1.29043,2.062,5.20702,1.54717,0.469294,0.484983,0.465139,0.779541,0.478857,0.805758
11072021_AAMLX,0.124052,1.57029,1.43225,0.332689,9.35455,2.11969,0.294808,0.869417,0.285424,0.183329,0.489994,0.504925
11072021_AAMLY,0.0564226,0.822737,1.22009,1.13188,6.20823,0.765221,0.387222,0.155951,0.628685,0.850481,0.808124,0.394807
11072021_AAMME,0.0538804,4.41234,1.48513,3.32234,5.46013,0.863066,0.440858,0.757719,0.187004,0.079414,0.817327,0.274536
11072021_AAMMF,0.133612,1.25894,1.03985,1.22421,7.61456,0.444052,0.32888,0.549663,0.343877,0.720225,0.717221,0.784981
11072021_AAMMH,0.120211,0.956073,1.333,0.241351,7.72366,4.91754,0.427287,0.620631,0.338579,0.604349,0.225176,0.196385
11072021_AAMMJ,0.125679,2.58948,1.46,3.35346,9.88392,0.70779,0.404664,0.167247,0.783603,0.757168,0.92413,0.346276
11072021_AAMMM,0.0751019,4.01683,1.2884,1.38397,8.9397,1.19422,0.237873,0.627281,0.525085,0.908187,0.851969,0.0209779
11072021_AAMMP,0.134429,0.532419,1.19402,1.98704,9.06966,0.933051,0.496405,0.799882,0.280103,0.0477391,0.95042,0.484138
11072021_AAMMU,0.067133,3.30802,1.17677,0.305578,7.86316,0.229103,0.234334,0.948025,0.591587,0.495864,0.0661811,0.300429
11072021_AAMMW,0.0851027,0.747815,1.05368,2.71714,9.45107,1.23661,0.333715,0.275402,0.0362099,0.146783,0.772581,0.148609
11072021_AAMNA,0.118209,0.781191,1.30994,0.483615,9.60562,1.05513,0.392792,0.807138,0.637358,0.160854,0.457811,0.677635
11072021_AAMNC,0.100978,1.40377,1.14724,1.46689,6.15919,2.23107,0.468741,0.74065,0.0164825,0.968036,0.938158,0.081337
11072021_AAMNK,0.141064,1.72345,1.25447,0.322868,6.88414,0.420008,0.453484,0.936517,0.0825495,0.380359,0.2295,0.364818
11072021_AAMNR,0.0552031,0.671189,1.13378,2.26628,6.82382,0.245701,0.493789,0.467489,0.333823,0.414581,0.509629,0.977252
11072021_AAMOL,0.0691555,0.843734,1.31346,4.15495,7.07308,3.03749,0.350862,0.173445,0.510126,0.453444,0.210943,0.318254
11072021_AAMOM,0.111295,1.53137,1.02638,0.553039,7.67667,0.224893,0.293275,0.832407,0.419795,0.512746,0.521747,0.707667
11072021_AAMON,0.0761863,2.40307,1.44048,0.297424,5.53415,0.461186,0.481151,0.595092,0.111826,0.185418,0.887553,0.232832
11072021_AAMOU,0.133312,2.06024,1.19978,0.26458,6.7031,4.24608,0.390142,0.704899,0.76079,0.497708,0.557492,0.961679
11072021_AAMOV,0.0541575,3.22539,1.27011,0.613688,8.855,2.0259,0.202579,0.973561,0.707338,0.825638,0.906498,0.470763
11072021_AAMPM,0.0736671,0.589124,1.24882,1.77782,7.72848,2.11041,0.402821,0.220678,0.369832,0.243837,0.577157,0.575864
11072021_AAMPP,0.13102,2.44372,1.13809,0.41948,8.93487,2.59497,0.289868,0.0235985,0.55633,0.299382,0.439438,0.642384
11072021_AAMPU,0.0839981,0.706314,1.35605,0.262655,9.07446,0.445596,0.368823,0.41545,0.311349,0.6597,0.348314,0.854949
11072021_AAMPY,0.0535465,0.319402,1.06717,0.311117,7.2161,1.45927,0.423285,0.677006,0.463171,0.177704,0.0352476,0.0374422
11072021_AAMQI,0.0528246,4.67825,1.16667,0.214812,5.72195,3.14434,0.255801,0.92633,0.410873,0.598235,0.303964,0.728778
11072021_AAMQJ,0.134705,1.4752,1.36195,0.512075,8.56721,1.22635,0.368676,0.626656,0.120999,0.207293,0.169786,0.203648
11072021_AAMQR,0.122896,2.65784,1.39352,0.520717,5.62587,4.6078,0.457109,0.237024,0.938445,0.682498,0.809306,0.297826
11072021_AAMQT,0.10879,0.420525,1.05598,1.29172,9.69941,2.29551,0.381306,0.310886,0.340517,0.438548,0.289898,0.959315
11072021_AAMQV,0.139258,1.1756,1.18228,0.934037,7.53671,0.606415,0.488139,0.983021,0.78557,0.168576,0.621099,0.622901
11072021_AAMRC,0.0816371,3.06923,1.23534,1.18635,6.41829,1.34896,0.322533,0.893752,0.686858,0.0688034,0.200383,0.345507
11072021_AAMRG,0.0778515,1.01006,1.26487,4.8593,6.08023,2.60467,0.401343,0.260421,0.247186,0.406867,0.407293,0.781771
11072021_AAMRP,0.144997,2.91724,1.31775,0.228938,9.96477,0.209871,0.264158,0.36623,0.349754,0.32255,0.765752,0.0591953
11072021_AAMRU,0.0503149,0.493694,1.30352,1.45057,8.69079,0.853383,0.452089,0.389495,0.536371,0.126388,0.155148,0.219725
11072021_AAMRX,0.0594812,0.534753,1.17409,0.828632,7.47495,0.402317,0.330709,0.707255,0.0376343,0.956851,0.455075,0.27752
11072021_AAMRY,0.120957,1.45245,1.47825,2.75784,8.07801,3.63378,0.388295,0.298596,0.876014,0.0142136,0.780985,0.638111
11072021_AAMSA,0.11005,0.768332,1.06457,0.223782,6.50508,3.22169,0.464245,0.247244,0.278621,0.864731,0.261577,0.105236
11072021_AAMSH,0.0874138,1.12165,1.13642,0.24809,9.78628,1.11736,0.222578,0.578394,0.748695,0.736431,0.23261,0.715184
11072021_AAMSN,0.0728376,0.731289,1.49171,1.21948,9.91461,0.501233,0.424185,0.524516,0.691638,0.618419,0.709757,0.303292
11072021_AAMSS,0.128726,4.40388,1.37908,0.273626,8.62101,0.412794,0.31125,0.71952,0.381985,0.924208,0.336138,0.479431
11072021_AAMSV,0.0819951,0.594837,1.09944,0.402707,8.13589,2.65835,0.352714,0.829622,0.62535,0.0346484,0.497455,0.0159102
11072021_AAMSX,0.0992008,1.49613,1.45162,4.08406,7.18946,4.42814,0.429104,0.653713,0.0274544,0.83646,0.977558,0.741109
11072021_AAMTM,0.146023,3.68907,1.07438,0.33376,7.7759,4.17386,0.243215,0.89053,0.711595,0.947968,0.88468,0.819949
11072021_AAMTR,0.0889151,1.40584,1.31613,0.304596,8.79484,0.451831,0.323391,0.811922,0.407358,0.635504,0.562425,0.110388
11072021_AAMUC,0.134331,2.69948,1.25969,2.96509,5.21906,1.2099,0.486104,0.815214,0.0567371,0.593911,0.139512,0.856555
11072021_AAMUM,0.0545674,0.566034,1.37667,3.47573,5.8877,3.43589,0.472956,0.78744,0.729844,0.78953,0.640705,0.14408
11072021_AAMUS,0.0797663,1.31323,1.42994,1.04149,8.25762,0.647517,0.373592,0.908367,0.0502779,0.509462,0.921732,0.832026
11072021_AAMUZ,0.115817,0.657638,1.05095,0.705312,8.04418,0.884071,0.414293,0.439825,0.299004,0.535417,0.325214,0.451999
11072021_AAMVA,0.0521949,1.18057,1.35921,2.39981,7.36231,1.6377,0.342935,0.538667,0.646172,0.493266,0.878179,0.593361
11072021_AAMVB,0.101712,1.65473,1.40582,2.13954,6.47062,0.53093,0.48951,0.0142178,0.920323,0.343469,0.837299,0.789517
11072021_AAMVC,0.066214,0.946054,1.19184,0.291176,8.2889,1.43417,0.265808,0.979945,0.00967951,0.627841,0.397588,0.180869
11072021_AAMVJ,0.143749,1.38218,1.01354,0.210522,5.32026,2.51853,0.436799,0.318474,0.97857,0.755426,0.112101,0.514343
11072021_AAMVO,0.0993235,0.605315,1.15444,1.31704,8.82928,2.75157,0.349096,0.949993,0.767598,0.156292,0.106759,0.799551
11072021_AAMVW,0.058536,0.754809,1.26217,0.354547,8.10801,0.580073,0.277524,0.629242,0.834359,0.744336,0.819323,0.519918
11072021_AAMVY,0.0905678,3.27705,1.39015,2.32951,9.65548,2.68352,0.253254,0.0826265,0.29565,0.898188,0.0177302,0.937418
11072021_AAMWD,0.144367,1.54553,1.12512,2.55356,8.16832,0.999402,0.313499,0.22273,0.585145,0.710724,0.410287,0.134046
11072021_AAMWG,0.0681507,2.44156,1.33602,1.07693,5.94522,0.388642,0.425771,0.454279,0.883228,0.100665,0.0612649,0.675348
11072021_AAMWI,0.0509448,0.367357,1.23798,0.64924,9.39349,0.242309,0.351725,0.0290531,0.269698,0.778224,0.541855,0.0831353
11072021_AAMWL,0.110173,1.27109,1.26788,0.84793,9.86525,4.70355,0.309896,0.418464,0.518887,0.138672,0.640184,0.421492
11072021_AAMWP,0.126596,2.81947,1.05676,0.472736,6.73734,0.624898,0.335066,0.672528,0.741991,0.651857,0.952362,0.721418
11072021_AAMWX,0.119601,1.34814,1.35415,1.10321,8.89581,2.55894,0.460011,0.828992,0.663315,0.328706,0.622358,0.165842
11072021_AAMXB,0.103003,3.65458,1.45375,0.224415,6.20507,4.07974,0.441973,0.254254,0.50757,0.278198,0.0218453,0.689616
11072021_AAMXO,0.0742149,0.791881,1.36388,3.0485,8.1506,0.714039,0.427344,0.117412,0.970738,0.788408,0.926008,0.767747
11072021_AAMXT,0.134223,0.927295,1.02206,0.274453,8.94234,0.231035,0.333493,0.775144,0.653966,0.464601,0.0680569,0.815527
11072021_AAMXU,0.0978509,1.70437,1.3256,2.03584,5.83912,3.11795,0.423597,0.246363,0.306799,0.506464,0.636677,0.205427
11072021_AAMYP,0.139812,1.9297,1.2978,0.244453,8.34202,1.0839,0.381577,0.866575,0.434389,0.8618,0.88205,0.78355
11072021_AAMYX,0.105648,1.07773,1.15883,2.01179,9.69132,0.20696,0.396798,0.562307,0.492887,0.289321,0.168542,0.504403
11072021_AAMZF,0.0993077,4.04221,1.37633,0.62592,5.13439,0.575987,0.494103,0.898143,0.427449,0.777227,0.162348,0.778048
11072021_AAMZH,0.0547774,0.610968,1.2526,1.93405,7.33615,2.6683,0.37535,0.31979,0.950599,0.61565,0.987202,0.678923
11072021_AAMZI,0.113222,1.15244,1.08725,0.263208,7.90435,0.295423,0.306081,0.658749,0.104408,0.417184,0.309207,0.287557
11072021_AAMZP,0.0904852,0.752542,1.14157,0.232892,5.87296,0.512702,0.397739,0.0155187,0.883845,0.043293,0.212202,0.892515
11072021_AANAA,0.118735,0.580715,1.17891,0.381528,8.77346,0.620773,0.438555,0.909431,0.0196363,0.869454,0.046834,0.978907
11072021_AANAD,0.0717156,4.49639,1.33476,0.284761,9.23524,1.79336,0.227168,0.51758,0.768948,0.229779,0.135396,0.516465
11072021_AANAG,0.140803,1.28293,1.13941,0.571087,6.45588,3.57508,0.414877,0.788321,0.699447,0.589447,0.265851,0.0410826
11072021_AANAH,0.0912282,1.99499,1.12364,0.341569,7.36713,0.243956,0.267568,0.263836,0.992175,0.747272,0.447383,0.341784
11072021_AANAI,0.126723,0.716263,1.28652,1.15125,8.0101,3.29234,0.488922,0.730298,0.0786002,0.281655,0.754255,0.699945
11072021_AANAS,0.132881,1.02419,1.31912,0.695737,7.45725,0.353569,0.440618,0.570387,0.394228,0.534438,0.939355,0.632085
11072021_AANAU,0.107688,0.487985,1.37421,0.207791,9.81374,1.2554,0.408147,0.699642,0.823794,0.752478,0.7482,0.319542
11072021_AANBA,0.124881,1.83626,1.20761,3.15164,5.75942,1.68508,0.481611,0.750494,0.460783,0.118636,0.228791,0.907813
11072021_AANBB,0.0968265,1.19157,1.23765,3.51855,8.9722,2.05521,0.37272,0.168107,0.573009,0.796376,0.0282835,0.962952
11072021_AANBH,0.0859318,0.943027,1.33691,0.426873,5.54619,1.03661,0.446916,0.344523,0.209494,0.0825781,0.508386,0.309326
11072021_AANBI,0.146142,1.67035,1.00293,1.45699,9.86027,0.57384,0.234679,0.630078,0.860373,0.884589,0.194167,0.669911
11072021_AANBK,0.11938,0.816307,1.05758,4.86082,7.25353,3.91637,0.314085,0.50128,0.415184,0.664167,0.493277,0.356973
11072021_AANBS,0.0855127,4.34261,1.45099,1.08445,9.7635,3.0553,0.266124,0.408635,0.228064,0.048347,0.805434,0.0754153
11072021_AANBT,0.101969,1.23177,1.02134,2.50712,6.90846,1.28527,0.378265,0.147753,0.303548,0.626291,0.658561,0.617144
11072021_AANBV,0.11605,0.722889,1.43603,0.248748,8.45962,1.66168,0.45524,0.339486,0.916573,0.494753,0.177969,0.141951
11072021_AANCA,0.0693225,2.39544,1.09327,0.436729,8.29669,0.636056,0.206381,0.229384,0.169855,0.605201,0.0189739,0.355352
11072021_AANCC,0.0763543,0.846505,1.21529,2.76325,9.25228,2.41673,0.324402,0.556792,0.7082,0.756059,0.820031,0.187921
11072021_AANCD,0.125989,0.601042,1.04315,1.67902,9.5715,0.350849,0.468153,0.0187415,0.983357,0.906832,0.903884,0.429212
11072021_AANCJ,0.115323,2.06706,1.32824,0.403511,9.46545,3.95957,0.285376,0.0883062,0.957399,0.792727,0.41153,0.591097
11072021_AANCK,0.0542394,0.759803,1.01161,1.32598,5.14756,0.42783,0.35937,0.937093,0.113161,0.240839,0.854666,0.449259
11072021_AANCN,0.147322,4.57066,1.11748,0.203436,6.35345,0.525208,0.319953,0.818628,0.797835,0.3103,0.22444,0.266024
11072021_AANCR,0.129943,1.10648,1.18974,1.21877,8.74145,0.754838,0.338024,0.268547,0.890653,0.3613,0.639428,0.870669
11072021_AANDE,0.0863722,0.50482,1.07979,0.292691,7.10735,0.824699,0.426083,0.898594,0.851609,0.707511,0.641963,0.569835
11072021_AANDK,0.0767621,2.72897,1.31257,0.500363,6.28342,0.800821,0.371861,0.000488185,0.332733,0.472444,0.732587,0.698078
11072021_AANDL,0.110696,1.72882,1.14854,0.219839,9.13853,0.320288,0.259573,0.30201,0.13664,0.831158,0.863972,0.23447
11072021_AANDM,0.0712928,0.905067,1.44131,1.61565,5.95299,4.32593,0.497591,0.703842,0.793377,0.138938,0.432558,0.84507
11072021_AANDT,0.132343,1.90053,1.07769,0.453606,5.27084,3.30834,0.461387,0.172793,0.544163,0.159855,0.836116,0.496568
11072021_AANDV,0.108324,0.860248,1.11569,0.303079,7.62489,0.671939,0.391901,0.0513183,0.239354,0.377423,0.601443,0.558636
11072021_AANDW,0.0721394,1.6458,1.29446,1.00858,6.97841,1.86129,0.327611,0.954548,0.830663,0.592918,0.165669,0.419227
11072021_AANEC,0.0580828,0.555397,1.13099,0.611809,8.55195,1.14833,0.25298,0.528914,0.452019,0.28598,0.685323,0.82412
11072021_AANEE,0.128471,2.6494,1.01413,0.792822,7.8827,3.69491,0.258584,0.618204,0.780865,0.105985,0.159233,0.177198
11072021_AANEG,0.123001,0.935919,1.13823,1.04173,9.43154,0.973605,0.310944,0.165826,0.35086,0.251018,0.992028,0.28026
11072021_AANEN,0.0986804,1.36188,1.06654,1.39631,6.77528,0.330833,0.402233,0.504537,0.62952,0.131271,0.517814,0.91543
11072021_AANEP,0.0814505,0.79956,1.48392,0.46325,7.70413,0.255797,0.478037,0.945602,0.0243213,0.997673,0.0062165,0.327918
11072021_AANET,0.0778112,0.403435,1.01588,0.379191,9.79741,0.497587,0.254042,0.32991,0.588555,0.526656,0.353996,0.764212
11072021_AANEU,0.141727,3.53116,1.32397,1.274,5.4406,1.37727,0.463936,0.675942,0.497246,0.443441,0.910371,0.156065
11072021_AANEV,0.0707809,1.00042,1.14425,3.18621,7.59503,2.81545,0.276518,0.876067,0.0336411,0.86599,0.561181,0.661143
11072021_AANFG,0.137237,1.29444,1.48608,0.290338,9.6151,2.12947,0.484337,0.219309,0.341624,0.385082,0.452322,0.738493
11072021_AANFP,0.0886541,1.56365,1.19715,0.57554,9.54521,1.4675,0.207442,0.912765,0.806269,0.332174,0.942219,0.295452
11072021_AANFR,0.0646343,0.708633,1.23446,0.385789,6.93481,0.305837,0.343648,0.784026,0.470454,0.115172,0.745221,0.73339
11072021_AANFS,0.103353,1.99715,1.41788,1.31229,7.50247,4.13075,0.412916,0.194512,0.568599,0.914739,0.0521201,0.374753
11072021_AANFY,0.114272,0.45659,1.0003,0.532368,6.57647,2.57905,0.48638,0.261478,0.213355,0.206311,0.532466,0.899478
11072021_AANGF,0.0753038,1.1433,1.38686,1.71405,7.14126,3.3446,0.451504,0.855024,0.464034,0.248747,0.191286,0.254116
11072021_AANGH,0.0528411,0.531213,1.42755,2.56634,9.49409,0.662588,0.399587,0.984344,0.752975,0.468253,0.496273,0.691658
11072021_AANHA,0.0603107,0.648093,1.46513,1.02868,7.62983,0.321149,0.442725,0.670849,0.2081,0.766669,0.201622,0.180409
11072021_AANHK,0.0999337,1.91652,1.15673,0.28748,7.65714,3.53432,0.316206,0.726254,0.233937,0.900673,0.740775,0.830529
11072021_AANHL,0.112585,3.01931,1.36763,0.57284,5.51462,1.81274,0.428936,0.955638,0.297674,0.291606,0.855544,0.352279
11072021_AANHP,0.108481,1.63697,1.4399,3.2336,9.38699,1.13612,0.44463,0.381022,0.390797,0.350453,0.256859,0.753188
11072021_AANHS,0.0579256,1.02625,1.29901,1.58652,9.12398,0.674832,0.310397,0.921135,0.167886,0.437935,0.465956,0.613948
11072021_AANHW,0.0656528,1.2263,1.2443,1.30033,9.46051,1.66884,0.242461,0.687573,0.988652,0.430337,0.76269,0.212884
11072021_AANHX,0.146852,4.32166,1.28334,3.16117,7.30853,3.49909,0.355025,0.989437,0.542228,0.758274,0.646853,0.721876
11072021_AANID,0.143138,0.839361,1.05032,1.18026,6.80429,4.83827,0.450794,0.106903,0.0229726,0.062304,0.727621,0.607805
11072021_AANIF,0.111108,2.40612,1.17231,0.702384,5.88105,0.73302,0.417185,0.685288,0.608745,0.330326,0.43536,0.943281
11072021_AANII,0.0615486,3.38229,1.06265,0.277392,5.59851,1.18981,0.265187,0.145185,0.832633,0.489189,0.351484,0.673852
11072021_AANIU,0.0881835,1.11463,1.04468,2.81388,6.13965,0.567419,0.436586,0.818,0.330762,0.570314,0.781636,0.458598
11072021_AANIW,0.0577139,0.443875,1.17021,0.428267,6.46764,2.49624,0.39536,0.395896,0.791442,0.786674,0.11401,0.12313
11072021_AANJA,0.0803278,0.975388,1.38096,0.226865,9.58609,0.753292,0.359606,0.634091,0.952104,0.300729,0.300802,0.800008
11072021_AANJH,0.0562741,2.45706,1.49815,0.485306,9.9843,4.03305,0.230537,0.192175,0.0356065,0.215874,0.985261,0.431935
11072021_AANJN,0.0537383,0.453137,1.23413,0.245039,9.16758,4.09326,0.284695,0.840452,0.524223,0.979231,0.89025,0.303814
11072021_AANKE,0.102443,2.11896,1.23587,0.542136,8.50295,0.665412,0.302711,0.113551,0.84177,0.403776,0.569267,0.637589
11072021_AANKJ,0.0898348,2.66028,1.22026,0.367786,5.43566,3.20953,0.366226,0.0452494,0.466001,0.833494,0.263363,0.52683
11072021_AANKL,0.078867,0.422402,1.32245,3.70689,8.88376,3.65866,0.4391,0.471418,0.813874,0.0454619,0.775203,0.247889
11072021_AANKN,0.0733992,1.17314,1.44713,0.218341,8.58675,0.963306,0.391447,0.799314,0.306354,0.31543,0.0752771,0.334326
11072021_AANKY,0.10944,1.00814,1.12136,1.02316,5.02043,3.74954,0.496992,0.45926,0.719508,0.0773887,0.890645,0.010775
11072021_AANKZ,0.0780417,3.55979,1.41045,2.6909,7.87791,1.53784,0.309115,0.222129,0.812112,0.74993,0.510358,0.548604
11072021_AANLC,0.127427,2.28658,1.33212,2.00572,8.14222,0.498554,0.44833,0.697643,0.504262,0.587164,0.703853,0.818514
11072021_AANLE,0.120395,0.881856,1.46083,0.616851,9.09398,2.82317,0.421184,0.0260274,0.121589,0.801563,0.379293,0.732084
11072021_AANLO,0.0596684,0.339265,1.02461,0.458959,9.27004,0.616659,0.379614,0.810443,0.97271,0.137316,0.619587,0.0130768
11072021_AANLS,0.0776802,0.771743,1.29823,0.865681,7.40801,4.53347,0.41535,0.0330132,0.750573,0.651257,0.807428,0.812756
11072021_AANMF,0.139478,0.734391,1.12988,4.2827,9.02143,0.779461,0.47416,0.693333,0.212784,0.897331,0.226436,0.52839
11072021_AANMI,0.0894284,0.460394,1.11391,1.13825,9.96806,1.0878,0.320739,0.231378,0.470838,0.797306,0.0605285,0.854489
